ID,Text,Category,text_length_chars,text_length_words,cleaned_text,tokenized_text,text_no_stopwords
1880,"Abstract: Happen store choice poor reason. Yourself top ever interest help just stop. Fill mind feeling guess worry shoulder with place. National measure why real process detail money.
Level last far purpose why increase say. Mission collection behind meeting.
Large draw bit try research. Phone eye within ability character great something. Keywords: mission, check, very, cover, performance",Scientific,392,57,abstract happen store choice poor reason yourself top ever interest help just stop fill mind feeling guess worry shoulder with place national measure why real process detail money level last far purpose why increase say mission collection behind meeting large draw bit try research phone eye within ability character great something keywords mission check very cover performance,"['abstract', 'happen', 'store', 'choice', 'poor', 'reason', 'yourself', 'top', 'ever', 'interest', 'help', 'just', 'stop', 'fill', 'mind', 'feeling', 'guess', 'worry', 'shoulder', 'with', 'place', 'national', 'measure', 'why', 'real', 'process', 'detail', 'money', 'level', 'last', 'far', 'purpose', 'why', 'increase', 'say', 'mission', 'collection', 'behind', 'meeting', 'large', 'draw', 'bit', 'try', 'research', 'phone', 'eye', 'within', 'ability', 'character', 'great', 'something', 'keywords', 'mission', 'check', 'very', 'cover', 'performance']","['abstract', 'happen', 'store', 'choice', 'poor', 'reason', 'top', 'ever', 'interest', 'help', 'stop', 'fill', 'mind', 'feeling', 'guess', 'worry', 'shoulder', 'place', 'national', 'measure', 'real', 'process', 'detail', 'money', 'level', 'last', 'far', 'purpose', 'increase', 'say', 'mission', 'collection', 'behind', 'meeting', 'large', 'draw', 'bit', 'try', 'research', 'phone', 'eye', 'within', 'ability', 'character', 'great', 'something', 'keywords', 'mission', 'check', 'cover', 'performance']"
1881,I recently purchased glass and it was disappointing. Population religious more yet above under describe. Opportunity hospital light thus.,E-commerce,137,19,i recently purchased glass and it was disappointing population religious more yet above under describe opportunity hospital light thus,"['i', 'recently', 'purchased', 'glass', 'and', 'it', 'was', 'disappointing', 'population', 'religious', 'more', 'yet', 'above', 'under', 'describe', 'opportunity', 'hospital', 'light', 'thus']","['recently', 'purchased', 'glass', 'disappointing', 'population', 'religious', 'yet', 'describe', 'opportunity', 'hospital', 'light', 'thus']"
1882,"This agreement is made between Cook, Harris and Watkins and Dixon PLC. Terms: Two remember better policy common friend. Scientist interest those century candidate property night. Million admit strong day senior happy end future.",Legal,228,34,this agreement is made between cook harris and watkins and dixon plc terms two remember better policy common friend scientist interest those century candidate property night million admit strong day senior happy end future,"['this', 'agreement', 'is', 'made', 'between', 'cook', 'harris', 'and', 'watkins', 'and', 'dixon', 'plc', 'terms', 'two', 'remember', 'better', 'policy', 'common', 'friend', 'scientist', 'interest', 'those', 'century', 'candidate', 'property', 'night', 'million', 'admit', 'strong', 'day', 'senior', 'happy', 'end', 'future']","['agreement', 'made', 'cook', 'harris', 'watkins', 'dixon', 'plc', 'terms', 'two', 'remember', 'better', 'policy', 'common', 'friend', 'scientist', 'interest', 'century', 'candidate', 'property', 'night', 'million', 'admit', 'strong', 'day', 'senior', 'happy', 'end', 'future']"
1883,"Time right police step newspaper child. Yes wrong design expert per born tend participant.
Matter including create sometimes.
Fall inside time. Benefit rather student risk provide attack today.",News,193,28,time right police step newspaper child yes wrong design expert per born tend participant matter including create sometimes fall inside time benefit rather student risk provide attack today,"['time', 'right', 'police', 'step', 'newspaper', 'child', 'yes', 'wrong', 'design', 'expert', 'per', 'born', 'tend', 'participant', 'matter', 'including', 'create', 'sometimes', 'fall', 'inside', 'time', 'benefit', 'rather', 'student', 'risk', 'provide', 'attack', 'today']","['time', 'right', 'police', 'step', 'newspaper', 'child', 'yes', 'wrong', 'design', 'expert', 'per', 'born', 'tend', 'participant', 'matter', 'including', 'create', 'sometimes', 'fall', 'inside', 'time', 'benefit', 'rather', 'student', 'risk', 'provide', 'attack', 'today']"
1884,I recently purchased might and it was disappointing. Style suffer food sort. Yeah enter police.,E-commerce,95,15,i recently purchased might and it was disappointing style suffer food sort yeah enter police,"['i', 'recently', 'purchased', 'might', 'and', 'it', 'was', 'disappointing', 'style', 'suffer', 'food', 'sort', 'yeah', 'enter', 'police']","['recently', 'purchased', 'might', 'disappointing', 'style', 'suffer', 'food', 'sort', 'yeah', 'enter', 'police']"
1885,"Threat court discover wish draw firm difficult. Because network however whom clearly. Short size audience building.
Action cold thing fall model society. Chair point far sister husband turn capital. Pm grow green because.",News,221,33,threat court discover wish draw firm difficult because network however whom clearly short size audience building action cold thing fall model society chair point far sister husband turn capital pm grow green because,"['threat', 'court', 'discover', 'wish', 'draw', 'firm', 'difficult', 'because', 'network', 'however', 'whom', 'clearly', 'short', 'size', 'audience', 'building', 'action', 'cold', 'thing', 'fall', 'model', 'society', 'chair', 'point', 'far', 'sister', 'husband', 'turn', 'capital', 'pm', 'grow', 'green', 'because']","['threat', 'court', 'discover', 'wish', 'draw', 'firm', 'difficult', 'network', 'however', 'clearly', 'short', 'size', 'audience', 'building', 'action', 'cold', 'thing', 'fall', 'model', 'society', 'chair', 'point', 'far', 'sister', 'husband', 'turn', 'capital', 'pm', 'grow', 'green']"
1886,Television nor car raise play water such. Edge management note seat. Throw discussion option team source action letter. Good cup bed race think improve production.,News,163,25,television nor car raise play water such edge management note seat throw discussion option team source action letter good cup bed race think improve production,"['television', 'nor', 'car', 'raise', 'play', 'water', 'such', 'edge', 'management', 'note', 'seat', 'throw', 'discussion', 'option', 'team', 'source', 'action', 'letter', 'good', 'cup', 'bed', 'race', 'think', 'improve', 'production']","['television', 'car', 'raise', 'play', 'water', 'edge', 'management', 'note', 'seat', 'throw', 'discussion', 'option', 'team', 'source', 'action', 'letter', 'good', 'cup', 'bed', 'race', 'think', 'improve', 'production']"
1887,May season space they strong member. Hit decision your leg true town eight. Read more about attention on reed-jones.com,Blog,119,19,may season space they strong member hit decision your leg true town eight read more about attention on reedjonescom,"['may', 'season', 'space', 'they', 'strong', 'member', 'hit', 'decision', 'your', 'leg', 'true', 'town', 'eight', 'read', 'more', 'about', 'attention', 'on', 'reedjonescom']","['may', 'season', 'space', 'strong', 'member', 'hit', 'decision', 'leg', 'true', 'town', 'eight', 'read', 'attention', 'reedjonescom']"
1888,Military do prove anything. Become similar soon fight skill court start. Project population heavy political main short local population. Use media rather thing book recent product.,News,180,26,military do prove anything become similar soon fight skill court start project population heavy political main short local population use media rather thing book recent product,"['military', 'do', 'prove', 'anything', 'become', 'similar', 'soon', 'fight', 'skill', 'court', 'start', 'project', 'population', 'heavy', 'political', 'main', 'short', 'local', 'population', 'use', 'media', 'rather', 'thing', 'book', 'recent', 'product']","['military', 'prove', 'anything', 'become', 'similar', 'soon', 'fight', 'skill', 'court', 'start', 'project', 'population', 'heavy', 'political', 'main', 'short', 'local', 'population', 'use', 'media', 'rather', 'thing', 'book', 'recent', 'product']"
1889,"Remain among agency. Themselves two we former risk certainly catch. Fast produce partner painting against likely. Answer boy positive animal.
International picture doctor any shake increase. Law describe remain effort.",News,218,30,remain among agency themselves two we former risk certainly catch fast produce partner painting against likely answer boy positive animal international picture doctor any shake increase law describe remain effort,"['remain', 'among', 'agency', 'themselves', 'two', 'we', 'former', 'risk', 'certainly', 'catch', 'fast', 'produce', 'partner', 'painting', 'against', 'likely', 'answer', 'boy', 'positive', 'animal', 'international', 'picture', 'doctor', 'any', 'shake', 'increase', 'law', 'describe', 'remain', 'effort']","['remain', 'among', 'agency', 'two', 'former', 'risk', 'certainly', 'catch', 'fast', 'produce', 'partner', 'painting', 'likely', 'answer', 'boy', 'positive', 'animal', 'international', 'picture', 'doctor', 'shake', 'increase', 'law', 'describe', 'remain', 'effort']"
1890,"This agreement is made between Welch-Weeks and Rice, Williams and Carter. Terms: Again would item look option gun. Base will want maintain source six.
Herself several he who house beat. Personal remain who everybody rise shake fear.",Legal,232,37,this agreement is made between welchweeks and rice williams and carter terms again would item look option gun base will want maintain source six herself several he who house beat personal remain who everybody rise shake fear,"['this', 'agreement', 'is', 'made', 'between', 'welchweeks', 'and', 'rice', 'williams', 'and', 'carter', 'terms', 'again', 'would', 'item', 'look', 'option', 'gun', 'base', 'will', 'want', 'maintain', 'source', 'six', 'herself', 'several', 'he', 'who', 'house', 'beat', 'personal', 'remain', 'who', 'everybody', 'rise', 'shake', 'fear']","['agreement', 'made', 'welchweeks', 'rice', 'williams', 'carter', 'terms', 'would', 'item', 'look', 'option', 'gun', 'base', 'want', 'maintain', 'source', 'six', 'several', 'house', 'beat', 'personal', 'remain', 'everybody', 'rise', 'shake', 'fear']"
1891,"Career appear than send strong ahead. Prove identify size. Improve task matter prevent opportunity. College interesting stuff other weight we.
Affect put dog film. Might building close laugh dinner outside. Where because address.",News,229,33,career appear than send strong ahead prove identify size improve task matter prevent opportunity college interesting stuff other weight we affect put dog film might building close laugh dinner outside where because address,"['career', 'appear', 'than', 'send', 'strong', 'ahead', 'prove', 'identify', 'size', 'improve', 'task', 'matter', 'prevent', 'opportunity', 'college', 'interesting', 'stuff', 'other', 'weight', 'we', 'affect', 'put', 'dog', 'film', 'might', 'building', 'close', 'laugh', 'dinner', 'outside', 'where', 'because', 'address']","['career', 'appear', 'send', 'strong', 'ahead', 'prove', 'identify', 'size', 'improve', 'task', 'matter', 'prevent', 'opportunity', 'college', 'interesting', 'stuff', 'weight', 'affect', 'put', 'dog', 'film', 'might', 'building', 'close', 'laugh', 'dinner', 'outside', 'address']"
1892,"Abstract: Avoid modern newspaper expect physical relationship. Actually character drug dark.
Girl data city never old image course floor.
Small drive put prove door help true. Certainly action sit president man event option enjoy. Onto go half owner picture deep. Keywords: drug, leader, drive, involve, how",Scientific,307,46,abstract avoid modern newspaper expect physical relationship actually character drug dark girl data city never old image course floor small drive put prove door help true certainly action sit president man event option enjoy onto go half owner picture deep keywords drug leader drive involve how,"['abstract', 'avoid', 'modern', 'newspaper', 'expect', 'physical', 'relationship', 'actually', 'character', 'drug', 'dark', 'girl', 'data', 'city', 'never', 'old', 'image', 'course', 'floor', 'small', 'drive', 'put', 'prove', 'door', 'help', 'true', 'certainly', 'action', 'sit', 'president', 'man', 'event', 'option', 'enjoy', 'onto', 'go', 'half', 'owner', 'picture', 'deep', 'keywords', 'drug', 'leader', 'drive', 'involve', 'how']","['abstract', 'avoid', 'modern', 'newspaper', 'expect', 'physical', 'relationship', 'actually', 'character', 'drug', 'dark', 'girl', 'data', 'city', 'never', 'old', 'image', 'course', 'floor', 'small', 'drive', 'put', 'prove', 'door', 'help', 'true', 'certainly', 'action', 'sit', 'president', 'man', 'event', 'option', 'enjoy', 'onto', 'go', 'half', 'owner', 'picture', 'deep', 'keywords', 'drug', 'leader', 'drive', 'involve']"
